entity_id,month,region,segment,transactions_volume,operational_metric_index,policy_change_exposure,policy_deviation_rate,anomaly_score,behavior_shift_30d,prior_case_flag,prior_intervention_count_90d,data_quality_score,downstream_event
1,1,SW,B_mid,4.583371394185629,0.3642325298463194,0,0.0697487145267445,1.3426750298380397,0.4342025046073516,0,0,0.9701792965574426,0
1,2,SW,B_mid,18.91289973488498,0.1864662156927811,0,0.053511873993902954,0.4983911995236009,0.03694646896037825,0,0,0.922584734844268,0
1,3,SW,B_mid,8.204491583609855,-0.27585060239250336,0,0.03424683875639606,0.21011114116400634,-0.4117838129824812,0,0,0.9320474230259761,0
1,4,SW,B_mid,11.527059772019292,0.45508072340804695,1,0.14662359978329115,1.8006042541207647,1.3211971564708096,0,0,0.6634275344115467,0
1,5,SW,B_mid,28.23502903220222,-0.6294389890142092,0,0.14884378928910824,1.2085763069892705,1.0471385927274086,0,0,0.943467778815994,0
1,6,SW,B_mid,4.662983171546038,-0.8968950873244467,0,0.036177834197473446,0.49914382260220197,0.5220860484470748,0,0,0.930047231517387,0
1,7,SW,B_mid,8.337153806805548,-0.9594475189100057,0,0.10433779068517852,1.1107924982587367,1.0035891954483434,0,0,0.8721211612392461,0
1,8,SW,B_mid,4.522643965852527,-0.7608547009224478,0,0.10628536265907804,0.5488358952947778,1.0721131319679285,0,0,0.8053105855992099,0
1,9,SW,B_mid,3.476733640555878,0.6708157702248914,0,0.11855092549235109,0.42757577869311425,0.5925157427111651,0,0,0.8817481716418755,0
1,10,SW,B_mid,12.327707406039169,1.5955797019194706,0,0.09960689578177924,0.3503946021129526,-0.5087738024110523,0,0,0.8488152157475386,0
1,11,SW,B_mid,5.521917185881528,0.5499059741292293,1,0.1091759693636133,0.905543991015471,-1.3039706247705474,0,0,0.8014169169875069,0
1,12,SW,B_mid,21.364670980944496,0.39344069412437865,0,0.09338159463570452,0.7605728894649516,2.051006759825085,0,0,0.8904219617178308,0
2,1,NE,B_mid,8.101125673351216,1.602040978591321,0,0.10284012913310786,1.2044928245222577,0.6213582112316657,0,1,0.7819515388986201,0
2,2,NE,B_mid,13.487870199760113,0.9562941053196197,0,0.18510614116016527,1.1923717904079307,2.512560709951599,0,2,0.8946587549777525,0
2,3,NE,B_mid,12.964543408920768,0.28728064458108904,0,0.14554527705001866,1.3425710397671324,0.6787176508387965,0,2,0.8795902506623943,0
2,4,NE,B_mid,22.141770786994165,-1.3797041353139456,0,0.09628752056176906,0.658355874994233,1.923699932793619,0,2,0.7738885825808349,0
2,5,NE,B_mid,20.66994522781337,2.0078660731598204,0,0.07419998738752703,1.015843634402399,0.023423848933708462,0,2,0.8872391825302299,0
2,6,NE,B_mid,12.086710035304174,-0.7929740361199263,1,0.07415235704082371,1.234339775437344,-0.6363320606963153,0,2,0.7669867263564074,0
2,7,NE,B_mid,13.703277386739916,-1.0872604256395544,0,0.032164354706994164,2.178081753309721,3.813406328333793,0,2,0.7862746696939726,1
2,8,NE,B_mid,12.42207448003138,1.4478055417788207,0,0.10791099853000874,0.7255206627025358,0.8005244020468992,0,2,0.8985735911701005,0
2,9,NE,B_mid,18.311831028761333,0.7236233132949441,0,0.07520078951387425,2.8621009877701495,3.0421024110394717,0,2,0.99,0
2,10,NE,B_mid,7.069842716168026,1.8616109188059418,0,0.1328162130520236,1.2103365202348555,-0.0013166326383474431,0,2,0.842278015404004,0
2,11,NE,B_mid,12.368097733786163,0.8230304778195454,0,0.19433841315537903,1.099438076265771,0.7002736653001813,0,2,0.7394622574017133,0
2,12,NE,B_mid,11.767768307646806,0.6091436198882295,0,0.03234261716560156,2.104860407271762,2.1721338120842155,0,2,0.9151269343143661,0
3,1,MW,B_mid,12.827705991997734,-0.4103395618447466,0,0.10702829526667577,0.0,-0.4088303067869279,0,0,0.7862394245924147,0
3,2,MW,B_mid,3.9914850377604174,-0.18690641146332637,0,0.021691530282059515,1.0827494329363037,-2.521949825701832,0,0,0.9043493383224208,0
3,3,MW,B_mid,5.2533313245725,0.37121781845376745,0,0.015020849035232433,0.2569558393139398,0.42785071293426286,0,0,0.9654777244791231,0
3,4,MW,B_mid,7.0089366395082795,-0.372211036791946,0,0.11422380434305764,1.693635285740477,-1.051633609905573,0,0,0.8142199986167744,0
3,5,MW,B_mid,13.46368052376688,0.6221315625504746,1,0.13718531283721488,2.5795944554411947,-0.43003925194262144,0,0,0.7886304355474427,0
3,6,MW,B_mid,4.603841442725736,0.2199481016774064,0,0.13580504997583623,0.6946639121524635,-0.793412024490056,0,0,0.9167508617373289,0
3,7,MW,B_mid,10.887569203562684,-0.9243617672094696,0,0.050995973323726865,1.0214334813916748,-0.5977716448532472,0,0,0.8705966266137496,0
3,8,MW,B_mid,1.6925379734435666,-0.8979529444947639,0,0.11222471285731998,1.58599669496658,-0.41090583052346963,0,0,0.9882868711655518,0
3,9,MW,B_mid,4.330974761595796,-0.5777051924140163,0,0.16082342669090255,0.0,0.10573744150640477,0,0,0.8695130679449818,0
3,10,MW,B_mid,3.8487197957541963,-0.8739717810271427,0,0.08842389944017322,1.5810795612489128,-0.6708716358547974,0,0,0.7618513746523414,0
3,11,MW,B_mid,7.084010804558169,0.12908738970670794,0,0.21777019227736702,1.4099845126056658,-1.1486027736626168,0,0,0.9066456298094604,0
3,12,MW,B_mid,2.004992672950542,-1.337072617329195,0,0.03345030636353374,0.0,-0.014901762705228005,0,0,0.847433741091974,0
4,1,SW,B_mid,8.069291884877389,1.0735039653713154,0,0.07310539710495068,0.07294705678859913,-0.15647313093081464,0,0,0.8118770248651386,0
4,2,SW,B_mid,8.857896435714187,-0.6459592747905492,0,0.07844614581572218,0.3836595768133405,-2.456530817308288,0,0,0.7603951335818236,0
4,3,SW,B_mid,1.0162507851967222,-0.9032060491674918,0,0.29273528806522414,0.0,-0.8477166165032438,0,0,0.8879581978412591,0
4,4,SW,B_mid,4.462110746686664,0.5381048671756907,0,0.22337646374055606,0.48464394380985065,0.7683709005227389,0,0,0.8445971430486253,0
4,5,SW,B_mid,5.5174350573684485,-1.3008326371598156,0,0.0644171411201866,0.24144481216397262,0.5251626057563951,0,0,0.6884591756079623,0
4,6,SW,B_mid,6.212519887194045,-0.6130881101828722,0,0.07322374107981165,1.0824509137662315,-0.19947338116719424,0,0,0.924522675420101,0
4,7,SW,B_mid,4.277081873858734,-1.3919732118126942,0,0.02245322503139109,0.5691084673399429,-0.24767904986766143,0,0,0.8840913646841729,0
4,8,SW,B_mid,4.566140895136671,0.18871737959494223,0,0.07890579621513362,0.0,-0.3849081987449193,0,0,0.7636142011793768,0
4,9,SW,B_mid,1.4573425724214608,-1.5160582015001902,0,0.04565943865765485,0.0,-1.3608496558214231,0,1,0.8988358694647944,0
4,10,SW,B_mid,2.3855279268002554,-1.6407797480806894,0,0.039987752797012645,0.0,-0.07561953918471988,0,1,0.8337968890115479,0
4,11,SW,B_mid,11.461185040741642,0.08838882270134629,1,0.04461247351558669,0.4219706297170508,0.20874661822542026,0,1,0.7154720876554103,0
4,12,SW,B_mid,17.927397888962833,-0.8003629628045997,0,0.0785903931867219,0.24516809148108576,-0.9563158280458889,0,1,0.9890114111842673,0
5,1,W,B_mid,5.159093801447559,-1.7234920247172065,0,0.13938559569886327,2.0038902162638053,-0.7953725142917849,0,0,0.8530139870345195,1
5,2,W,B_mid,1.8951062343020375,-0.44571327981805603,0,0.0477229331741363,0.0,-0.4008386216443392,0,0,0.9055520211032984,0
5,3,W,B_mid,1.9433935916041944,-0.6276668092728042,0,0.0276456100466175,0.0,-0.5007713363577428,0,0,0.8381825043064256,0
5,4,W,B_mid,2.4800328440868475,0.2257039135189789,0,0.078793041563336,0.8384029277850921,-1.1173163637101287,0,0,0.9453420693760632,0
